"activity","imageID","image","oocyte","area","mean","n_pixels","cum_intensity","cum_int_wo_bgd","oocyte_vol","relative_conc_um3"
"quiescent","SUM_raw_worm1_Airyscan Processing_exp1","SUM_raw_worm1_Airyscan Processing","oocyte_3",351.8084,92.7981,78156,7252728,4363770.21648936,1934.94702577248,2255.24014785223
"quiescent","SUM_raw_worm1_Airyscan Processing_exp1","SUM_raw_worm1_Airyscan Processing","oocyte_4",319.0205,72.2486,70872,5120400,2500687.93652482,1754.61340921423,1425.20735530268
"quiescent","SUM_raw_worm1_Airyscan Processing_exp1","SUM_raw_worm1_Airyscan Processing","oocyte_5",278.4452,65.7308,61858,4065973,1779454.36326832,1531.44932084848,1161.94139697841
"quiescent","SUM_raw_worm1_Airyscan Processing_exp1","SUM_raw_worm1_Airyscan Processing","oocyte_6",317.5215,56.8419,70539,4009572,1402168.94596631,1746.36916232874,802.90523688391
"quiescent","SUM_raw_worm2_Airyscan Processing_exp1","SUM_raw_worm2_Airyscan Processing","oocyte_1",205.7572,418.4242,45710,19126169,16487368.7916667,1131.66524064768,14569.1218564162
"quiescent","SUM_raw_worm2_Airyscan Processing_exp1","SUM_raw_worm2_Airyscan Processing","oocyte_2",366.5909,179.4168,81440,14611701,9910237.66666667,2016.25064971225,4915.18138783042
"quiescent","SUM_raw_worm2_Airyscan Processing_exp1","SUM_raw_worm2_Airyscan Processing","oocyte_3",327.4741,144.8343,72750,10536695,6336898.125,1801.10799074861,3518.33324683999
"quiescent","SUM_raw_worm2_Airyscan Processing_exp1","SUM_raw_worm2_Airyscan Processing","oocyte_4",317.427,110.6498,70518,7802805,3731859.625,1745.84925486749,2137.56119813634
"quiescent","SUM_raw_worm2_Airyscan Processing_exp1","SUM_raw_worm2_Airyscan Processing","oocyte_5",338.2098,101.6621,75135,7638380,3300899.0625,1860.15462384737,1774.52939674054
"quiescent","SUM_raw_worm2_Airyscan Processing_exp1","SUM_raw_worm2_Airyscan Processing","oocyte_6",353.4604,96.9325,78523,7611427,3078359.64583333,1944.03302759523,1583.49143360042
"quiescent","SUM_raw_worm3_Airyscan Processing_exp1","SUM_raw_worm3_Airyscan Processing","oocyte_1",344.4082,258.1576,76512,19752151,15681953.3957447,1894.24569880629,8278.73248207829
"quiescent","SUM_raw_worm3_Airyscan Processing_exp1","SUM_raw_worm3_Airyscan Processing","oocyte_2",217.7579,114.6575,48376,5546672,2973221.04716312,1197.6687307279,2482.50703293899
"quiescent","SUM_raw_worm3_Airyscan Processing_exp1","SUM_raw_worm3_Airyscan Processing","oocyte_3",295.5864,128.9762,65666,8469349,4976124.46161348,1625.72587382128,3060.86317610057
"quiescent","SUM_raw_worm3_Airyscan Processing_exp1","SUM_raw_worm3_Airyscan Processing","oocyte_4",328.8605,110.6781,73058,8085923,4199467.32544326,1808.73330018023,2321.77254934424
"quiescent","SUM_raw_worm3_Airyscan Processing_exp1","SUM_raw_worm3_Airyscan Processing","oocyte_5",289.0009,92.3947,64203,5932019,2516621.45731383,1589.50565402107,1583.27304526875
"quiescent","SUM_raw_worm3_Airyscan Processing_exp1","SUM_raw_worm3_Airyscan Processing","oocyte_6",295.2398,86.5684,65589,5677936,2188807.61928192,1623.81954646337,1347.93772131212
"quiescent","SUM_raw_worm4_Airyscan Processing_exp1","SUM_raw_worm4_Airyscan Processing","oocyte_1",181.3869,450.2787,40296,18144430,15961975.8960993,997.628145638568,15999.9253889156
"quiescent","SUM_raw_worm4_Airyscan Processing_exp1","SUM_raw_worm4_Airyscan Processing","oocyte_2",612.0096,258.6855,135961,35171146,27807421.5007831,3366.05420660029,8261.13300441128
"quiescent","SUM_raw_worm4_Airyscan Processing_exp1","SUM_raw_worm4_Airyscan Processing","oocyte_3",459.9041,156.9375,102170,16034306,10500721.1331265,2529.47358645753,4151.34642612834
"quiescent","SUM_raw_worm4_Airyscan Processing_exp1","SUM_raw_worm4_Airyscan Processing","oocyte_4",284.9317,113.256,63299,7168990,3740680.43272754,1567.12487568929,2386.97023495478
"quiescent","SUM_raw_worm4_Airyscan Processing_exp1","SUM_raw_worm4_Airyscan Processing","oocyte_5",740.8881,77.2586,164592,12716151,3801755.38085106,4074.88613626522,932.972174858244
"quiescent","SUM_raw_worm4_Airyscan Processing_exp1","SUM_raw_worm4_Airyscan Processing","oocyte_6",429.7495,69.648,95471,6649367,1478603.75418144,2363.62310631973,625.56663548771
"quiescent","SUM_raw_worm5_Airyscan Processing_exp1","SUM_raw_worm5_Airyscan Processing","oocyte_1",509.7567,191.1296,113245,21644471,16221504.6062352,2803.66287851994,5785.82565347464
"quiescent","SUM_raw_worm5_Airyscan Processing_exp1","SUM_raw_worm5_Airyscan Processing","oocyte_2",329.6572,146.8251,73235,10752735,7245728.56397754,1813.1153773536,3996.28653227426
"quiescent","SUM_raw_worm5_Airyscan Processing_exp1","SUM_raw_worm5_Airyscan Processing","oocyte_3",354.8603,90.5703,78834,7140022,3364896.09875887,1951.73260952131,1724.05588877472
"quiescent","SUM_raw_worm5_Airyscan Processing_exp1","SUM_raw_worm5_Airyscan Processing","oocyte_4",329.4277,63.67,73184,4659623,1155058.80236407,1811.85274494771,637.501477746968
"quiescent","SUM_raw_worm5_Airyscan Processing_exp1","SUM_raw_worm5_Airyscan Processing","oocyte_5",310.0808,56.4346,68886,3887557,588811.245212766,1705.44501787915,345.253725004278
"quiescent","SUM_raw_worm5_Airyscan Processing_exp1","SUM_raw_worm5_Airyscan Processing","oocyte_6",263.7213,41.1088,58587,2408443,-397114.26179078,1450.46754438472,0
"quiescent","SUM_raw_worm7_Airyscan Processing_exp1","SUM_raw_worm7_Airyscan Processing","oocyte_1",683.1041,445.8185,151755,67655185,58542671.7045656,3757.07413245436,15581.9847148775
"quiescent","SUM_raw_worm7_Airyscan Processing_exp1","SUM_raw_worm7_Airyscan Processing","oocyte_2",280.2998,273.3867,62270,17023787,13284627.150857,1541.64941008819,8617.15190491789
"quiescent","SUM_raw_worm7_Airyscan Processing_exp1","SUM_raw_worm7_Airyscan Processing","oocyte_3",360.5501,130.0177,80098,10414156,5604468.74134161,1983.02608718875,2826.22037982708
"quiescent","SUM_raw_worm7_Airyscan Processing_exp1","SUM_raw_worm7_Airyscan Processing","oocyte_4",330.9941,84.1084,73532,6184661,1769245.83977541,1820.46835430552,971.863001952789
"quiescent","SUM_raw_worm7_Airyscan Processing_exp1","SUM_raw_worm7_Airyscan Processing","oocyte_5",354.4552,79.7224,78744,6277661,1549278.10035461,1949.5044346874,794.703552753414
"quiescent","SUM_raw_worm7_Airyscan Processing_exp1","SUM_raw_worm7_Airyscan Processing","oocyte_6",311.9489,77.6423,69301,5380687,1219332.94980792,1715.71937961332,710.683206296082
"quiescent","SUM_raw_worm8_Airyscan Processing_exp1","SUM_raw_worm8_Airyscan Processing","oocyte_1",520.9786,234.9217,115738,27189367,20706164.755792,2865.38332141941,7226.31579551976
"quiescent","SUM_raw_worm8_Airyscan Processing_exp1","SUM_raw_worm8_Airyscan Processing","oocyte_2",332.2275,191.9414,73806,14166426,10032094.7964539,1827.25190879988,5490.26368402748
"quiescent","SUM_raw_worm8_Airyscan Processing_exp1","SUM_raw_worm8_Airyscan Processing","oocyte_3",342.6076,149.0415,76112,11343847,7080342.45342789,1884.34269954444,3757.46007089881
"quiescent","SUM_raw_worm8_Airyscan Processing_exp1","SUM_raw_worm8_Airyscan Processing","oocyte_4",328.5904,146.6162,72998,10702688,6613617.88108747,1807.24785029095,3659.49688639703
"quiescent","SUM_raw_worm8_Airyscan Processing_exp1","SUM_raw_worm8_Airyscan Processing","oocyte_5",356.2423,130.2889,79141,10311193,5878015.40224586,1959.33316145478,3000.00812413214
"quiescent","SUM_raw_worm8_Airyscan Processing_exp1","SUM_raw_worm8_Airyscan Processing","oocyte_6",373.667,123.7674,83012,10274178,5624161.71583924,2055.16943681132,2736.59271839181
"quiescent","SUM_raw_worm9_Airyscan Processing_exp1","SUM_raw_worm9_Airyscan Processing","oocyte_1",427.8364,219.2711,95046,20840842,15563529.4105496,2353.10116960401,6614.05026336744
"quiescent","SUM_raw_worm9_Airyscan Processing_exp1","SUM_raw_worm9_Airyscan Processing","oocyte_2",357.8492,117.5385,79498,9344079,4930050.04311466,1968.17158829598,2504.88833007849
"quiescent","SUM_raw_worm9_Airyscan Processing_exp1","SUM_raw_worm9_Airyscan Processing","oocyte_3",336.5353,92.2389,74763,6896056,2744932.11130319,1850.94483453386,1482.9896926639
"quiescent","SUM_raw_worm9_Airyscan Processing_exp1","SUM_raw_worm9_Airyscan Processing","oocyte_4",249.7896,88.4417,55492,4907808,1826682.75313239,1373.84308759617,1329.61527384365
"quiescent","SUM_raw_worm9_Airyscan Processing_exp1","SUM_raw_worm9_Airyscan Processing","oocyte_5",186.5679,79.5094,41447,3295426,994132.153915484,1026.12402601454,968.822606928612
"quiescent","SUM_raw_worm9_Airyscan Processing_exp1","SUM_raw_worm9_Airyscan Processing","oocyte_6",208.8677,78.8827,46401,3660238,1083879.37929965,1148.77267187252,943.510762258037
"quiescent","SUM_raw_worm10_Airyscan Processing_exp2","SUM_raw_worm10_Airyscan Processing","oocyte_1",661.6416,157.6272,146987,23169147,15674451.8760638,3639.03038125313,4307.31547524651
"quiescent","SUM_raw_worm10_Airyscan Processing_exp2","SUM_raw_worm10_Airyscan Processing","oocyte_2",385.06,71.9416,85543,6154101,1792363.53351064,2117.83066464066,846.32051251121
"quiescent","SUM_raw_worm10_Airyscan Processing_exp2","SUM_raw_worm10_Airyscan Processing","oocyte_3",457.1178,38.7161,101551,3931657,-1246309.6537234,2514.14869509982,0
"quiescent","SUM_raw_worm10_Airyscan Processing_exp2","SUM_raw_worm10_Airyscan Processing","oocyte_4",405.4737,33.4589,90078,3013907,-1579064.80957447,2230.10591877186,0
"quiescent","SUM_raw_worm10_Airyscan Processing_exp2","SUM_raw_worm10_Airyscan Processing","oocyte_5",329.6572,30.4944,73235,2233259,-1500907.94946809,1813.1153773536,0
"quiescent","SUM_raw_worm10_Airyscan Processing_exp2","SUM_raw_worm10_Airyscan Processing","oocyte_6",269.312,28.3235,59829,1694564,-1356046.69734043,1481.21635709276,0
"quiescent","SUM_raw_worm11_Airyscan Processing_exp2","SUM_raw_worm11_Airyscan Processing","oocyte_1",512.9257,264.806,113949,30174377,22841430.5394947,2821.09215722079,8096.66230896794
"quiescent","SUM_raw_worm11_Airyscan Processing_exp2","SUM_raw_worm11_Airyscan Processing","oocyte_2",370.0344,169.7432,82205,13953742,8663613.40048759,2035.19013580054,4256.90614753288
"quiescent","SUM_raw_worm11_Airyscan Processing_exp2","SUM_raw_worm11_Airyscan Processing","oocyte_3",406.9501,123.2863,90406,11145822,5327935.42171986,2238.22637816658,2380.42741060187
"quiescent","SUM_raw_worm11_Airyscan Processing_exp2","SUM_raw_worm11_Airyscan Processing","oocyte_4",368.1394,100.8417,81784,8247240,2984203.96347518,2024.76722907744,1473.85038666143
"quiescent","SUM_raw_worm11_Airyscan Processing_exp2","SUM_raw_worm11_Airyscan Processing","oocyte_5",389.6784,91.803,86569,7947291,2376326.42690603,2143.2318577473,1108.75844734957
"quiescent","SUM_raw_worm11_Airyscan Processing_exp2","SUM_raw_worm11_Airyscan Processing","oocyte_6",355.8056,96.0432,79044,7591637,2504927.85797872,1956.93168413378,1280.02825969242
"quiescent","SUM_raw_worm12_Airyscan Processing_exp2","SUM_raw_worm12_Airyscan Processing","oocyte_1",891.9988,132.7827,198162,26312482,18551930.4678192,4905.99534931581,3781.48146235124
"quiescent","SUM_raw_worm12_Airyscan Processing_exp2","SUM_raw_worm12_Airyscan Processing","oocyte_2",532.358,89.974,118266,10640864,6009252.55328014,2927.97027675429,2052.36118719809
"quiescent","SUM_raw_worm12_Airyscan Processing_exp2","SUM_raw_worm12_Airyscan Processing","oocyte_3",554.1536,55.2277,123108,6798966,1977728.94131206,3047.84608281896,648.893968911596
"quiescent","SUM_raw_worm12_Airyscan Processing_exp2","SUM_raw_worm12_Airyscan Processing","oocyte_4",466.4041,41.0683,103614,4255247,197446.884663121,2565.2234137928,76.9706387371488
"quiescent","SUM_raw_worm12_Airyscan Processing_exp2","SUM_raw_worm12_Airyscan Processing","oocyte_5",427.9174,42.1918,95064,4010924,287964.649290781,2353.5468045708,122.353483147872
"quiescent","SUM_raw_worm12_Airyscan Processing_exp2","SUM_raw_worm12_Airyscan Processing","oocyte_6",207.1842,39.6061,46027,1822952,20412.1317523641,1139.5133675627,17.9130252732564
"quiescent","SUM_raw_worm13_Airyscan Processing_exp2","SUM_raw_worm13_Airyscan Processing","oocyte_1",460.9934,137.9696,102412,14129742,9349869.20561466,2535.46490101094,3687.63503761644
"quiescent","SUM_raw_worm13_Airyscan Processing_exp2","SUM_raw_worm13_Airyscan Processing","oocyte_2",288.7173,133.6579,64140,8572818,5579213.33421986,1587.94593163733,3513.47815001934
"quiescent","SUM_raw_worm13_Airyscan Processing_exp2","SUM_raw_worm13_Airyscan Processing","oocyte_3",317.2065,126.665,70469,8925959,5636961.07058215,1744.63613745792,3231.02390782509
"quiescent","SUM_raw_worm13_Airyscan Processing_exp2","SUM_raw_worm13_Airyscan Processing","oocyte_4",321.1857,113.303,71353,8084507,4754250.16000295,1766.5217658266,2691.30573535748
"quiescent","SUM_raw_worm13_Airyscan Processing_exp2","SUM_raw_worm13_Airyscan Processing","oocyte_5",334.6852,90.3932,74352,6720913,3250683.90567376,1840.76950279231,1765.93750643017
"quiescent","SUM_raw_worm13_Airyscan Processing_exp2","SUM_raw_worm13_Airyscan Processing","oocyte_6",364.8399,78.8651,81051,6392099,2609207.64100177,2006.61998293011,1300.29983913135
"quiescent","SUM_raw_worm14_Airyscan Processing_exp2","SUM_raw_worm14_Airyscan Processing","oocyte_1",585.9828,91.8638,130179,11958737,6343342.34960106,3222.90635227028,1968.20560582925
"quiescent","SUM_raw_worm14_Airyscan Processing_exp2","SUM_raw_worm14_Airyscan Processing","oocyte_2",385.5281,71.3042,85647,6106990,2412525.41183511,2120.40544444874,1137.76609004242
"quiescent","SUM_raw_worm14_Airyscan Processing_exp2","SUM_raw_worm14_Airyscan Processing","oocyte_3",362.7197,58.1932,80580,4689212,1213317.26329787,1994.95920129928,608.191517153665
"quiescent","SUM_raw_worm14_Airyscan Processing_exp2","SUM_raw_worm14_Airyscan Processing","oocyte_4",443.9873,51.8192,98634,5111139,856467.847606383,2441.93107298279,350.733834006305
"quiescent","SUM_raw_worm14_Airyscan Processing_exp2","SUM_raw_worm14_Airyscan Processing","oocyte_5",368.9046,36.9002,81954,3024119,-511044.530053192,2028.97600376373,0
"quiescent","SUM_raw_worm14_Airyscan Processing_exp2","SUM_raw_worm14_Airyscan Processing","oocyte_6",528.1178,38.2917,117324,4492535,-568347.031382978,2904.64871349264,0
"quiescent","SUM_raw_worm15_Airyscan Processing_exp2","SUM_raw_worm15_Airyscan Processing","oocyte_1",607.2382,146.6592,134901,19784478,14806954.0013298,3339.81125855639,4433.47029368659
"quiescent","SUM_raw_worm15_Airyscan Processing_exp2","SUM_raw_worm15_Airyscan Processing","oocyte_2",334.9418,106.2083,74409,7902854,5157340.00664894,1842.18068018712,2799.58424388919
"quiescent","SUM_raw_worm15_Airyscan Processing_exp2","SUM_raw_worm15_Airyscan Processing","oocyte_3",426.0809,90.7759,94656,8592485,5099905.17021277,2343.44574532371,2176.24204886736
"quiescent","SUM_raw_worm15_Airyscan Processing_exp2","SUM_raw_worm15_Airyscan Processing","oocyte_4",426.9046,82.0959,94839,7785897,4286564.90824468,2347.97636748601,1825.64227119302
"quiescent","SUM_raw_worm15_Airyscan Processing_exp2","SUM_raw_worm15_Airyscan Processing","oocyte_5",564.4978,64.5274,125406,8092121,3464939.77393617,3104.73881357828,1116.01650959578
"quiescent","SUM_raw_worm15_Airyscan Processing_exp2","SUM_raw_worm15_Airyscan Processing","oocyte_6",449.7941,64.1307,99924,6408197,2721240.57978723,2473.86824560225,1099.9941426245
"quiescent","SUM_raw_worm1_Airyscan Processing_exp2","SUM_raw_worm1_Airyscan Processing","oocyte_1",925.471,110.8656,205598,22793738,16244117.2211584,5090.09210559356,3191.32088067867
"quiescent","SUM_raw_worm1_Airyscan Processing_exp2","SUM_raw_worm1_Airyscan Processing","oocyte_2",549.6433,62.7286,122106,7659543,3769680.28333333,3023.03906966803,1246.9836467404
"quiescent","SUM_raw_worm1_Airyscan Processing_exp2","SUM_raw_worm1_Airyscan Processing","oocyte_3",463.5862,53.6408,102988,5524363,2243531.743026,2549.725219948,879.911186300991
"quiescent","SUM_raw_worm1_Airyscan Processing_exp2","SUM_raw_worm1_Airyscan Processing","oocyte_4",485.2963,56.4389,107811,6084730,2650255.12287234,2669.13063354774,992.92821773571
"quiescent","SUM_raw_worm1_Airyscan Processing_exp2","SUM_raw_worm1_Airyscan Processing","oocyte_5",670.2482,47.9676,148899,7142321,2398928.63067376,3686.36671772476,650.756914427218
"quiescent","SUM_raw_worm1_Airyscan Processing_exp2","SUM_raw_worm1_Airyscan Processing","oocyte_6",630.3437,43.996,140034,6160935,1699949.98971631,3466.89149658406,490.338388551035
"quiescent","SUM_raw_worm2_Airyscan Processing_exp2","SUM_raw_worm2_Airyscan Processing","oocyte_1",368.3869,242.761,81839,19867316,15641994.3069888,2026.12889147595,7720.13783170243
"quiescent","SUM_raw_worm2_Airyscan Processing_exp2","SUM_raw_worm2_Airyscan Processing","oocyte_2",463.3162,215.0283,102928,22132430,16818289.9052009,2548.23977005873,6599.96367014292
"quiescent","SUM_raw_worm2_Airyscan Processing_exp2","SUM_raw_worm2_Airyscan Processing","oocyte_3",423.146,144.7408,94004,13606216,8752819.203487,2327.3038565269,3760.9266959017
"quiescent","SUM_raw_worm2_Airyscan Processing_exp2","SUM_raw_worm2_Airyscan Processing","oocyte_4",440.6428,121.0277,97891,11847520,6793438.62253251,2423.53625185391,2803.10996682464
"quiescent","SUM_raw_worm2_Airyscan Processing_exp2","SUM_raw_worm2_Airyscan Processing","oocyte_5",409.0882,118.915,90881,10807118,6114960.70601359,2249.98618979002,2717.7769951487
"quiescent","SUM_raw_worm2_Airyscan Processing_exp2","SUM_raw_worm2_Airyscan Processing","oocyte_6",370.237,112.9767,82250,9292334,5045792.50694444,2036.3042232175,2477.91683060587
"quiescent","SUM_raw_worm3_Airyscan Processing_exp2","SUM_raw_worm3_Airyscan Processing","oocyte_1",612.3022,473.6567,136026,64429632,55021727.7454787,3367.66344398034,16338.2501430864
"quiescent","SUM_raw_worm3_Airyscan Processing_exp2","SUM_raw_worm3_Airyscan Processing","oocyte_2",552.9923,318.6506,122850,39146222,30649603.4295213,3041.45864829507,10077.2711299897
"quiescent","SUM_raw_worm3_Airyscan Processing_exp2","SUM_raw_worm3_Airyscan Processing","oocyte_3",548.9185,255.8612,121945,31200993,22766966.5321365,3019.05311246514,7541.09506657427
"quiescent","SUM_raw_worm3_Airyscan Processing_exp2","SUM_raw_worm3_Airyscan Processing","oocyte_4",514.8973,212.1785,114387,24270462,16359166.0421543,2831.93594141252,5776.67234732527
"quiescent","SUM_raw_worm3_Airyscan Processing_exp2","SUM_raw_worm3_Airyscan Processing","oocyte_5",524.2736,153.4474,116470,17872015,9816653.46232269,2883.50581006859,3404.4160507827
"quiescent","SUM_raw_worm3_Airyscan Processing_exp2","SUM_raw_worm3_Airyscan Processing","oocyte_6",503.2117,119.6162,111791,13372016,5640266.00722518,2767.66547620312,2037.91464529264
"quiescent","SUM_raw_worm4_Airyscan Processing_exp2","SUM_raw_worm4_Airyscan Processing","oocyte_1",361.968,171.6466,80413,13802618,8592285.70499409,1990.82469910746,4315.94288982161
"quiescent","SUM_raw_worm4_Airyscan Processing_exp2","SUM_raw_worm4_Airyscan Processing","oocyte_2",440.7193,182.4698,97908,17865255,11521340.2804965,2423.95712932254,4753.1122316988
"quiescent","SUM_raw_worm4_Airyscan Processing_exp2","SUM_raw_worm4_Airyscan Processing","oocyte_3",398.7216,145.7554,88578,12910724,7171343.37712766,2192.96967153993,3270.15164422764
"quiescent","SUM_raw_worm4_Airyscan Processing_exp2","SUM_raw_worm4_Airyscan Processing","oocyte_4",269.492,114.9415,59869,6881431,3002240.02130615,1482.20665701895,2025.52053527025
"quiescent","SUM_raw_worm4_Airyscan Processing_exp2","SUM_raw_worm4_Airyscan Processing","oocyte_5",372.4247,103.244,82736,8541997,3181146.73002364,2048.33636732064,1553.03922772449
"quiescent","SUM_raw_worm4_Airyscan Processing_exp2","SUM_raw_worm4_Airyscan Processing","oocyte_6",349.2652,105.5882,77591,8192691,3165209.21096336,1920.95903931512,1647.72342677949
"quiescent","SUM_raw_worm6_Airyscan Processing_exp2","SUM_raw_worm6_Airyscan Processing","oocyte_1",629.916,201.9317,139939,28258125,20478827.4942967,3464.53953425937,5910.98103854501
"quiescent","SUM_raw_worm6_Airyscan Processing_exp2","SUM_raw_worm6_Airyscan Processing","oocyte_2",362.4046,192.8284,80510,15524613,11049011.1864657,1993.22617642846,5543.28019425462
"quiescent","SUM_raw_worm6_Airyscan Processing_exp2","SUM_raw_worm6_Airyscan Processing","oocyte_3",412.2167,140.3925,91576,12856581,7765813.24846336,2267.19265100748,3425.29923295774
"quiescent","SUM_raw_worm6_Airyscan Processing_exp2","SUM_raw_worm6_Airyscan Processing","oocyte_4",454.6285,109.3808,100998,11047243,5432700.31010638,2500.45779862031,2172.68226366548
"quiescent","SUM_raw_worm6_Airyscan Processing_exp2","SUM_raw_worm6_Airyscan Processing","oocyte_5",383.525,82.3101,85202,7012989,2276555.9393026,2109.38835776993,1079.24931457828
"quiescent","SUM_raw_worm6_Airyscan Processing_exp2","SUM_raw_worm6_Airyscan Processing","oocyte_6",359.5778,90.5129,79882,7230351,2789660.1036052,1977.67846758736,1410.57312870904
"quiescent","SUM_raw_worm7_Airyscan Processing_exp2","SUM_raw_worm7_Airyscan Processing","oocyte_1",365.452,408.9537,81187,33201722,28481133.3944592,2009.98700267913,14169.8097333447
"quiescent","SUM_raw_worm7_Airyscan Processing_exp2","SUM_raw_worm7_Airyscan Processing","oocyte_2",585.1005,272.5425,129983,35425894,27868079.710594,3218.05388263197,8659.91705763525
"quiescent","SUM_raw_worm7_Airyscan Processing_exp2","SUM_raw_worm7_Airyscan Processing","oocyte_3",435.6328,215.1343,96778,20820265,15193143.3664007,2395.98115640781,6341.09468088601
"quiescent","SUM_raw_worm7_Airyscan Processing_exp2","SUM_raw_worm7_Airyscan Processing","oocyte_4",334.6132,135.6497,74336,10083659,5761419.29929078,1840.37338282183,3130.57086842716
"quiescent","SUM_raw_worm7_Airyscan Processing_exp2","SUM_raw_worm7_Airyscan Processing","oocyte_5",387.4187,127.3249,86067,10958472,5954137.56821808,2130.80359367368,2794.31552767032
"quiescent","SUM_raw_worm7_Airyscan Processing_exp2","SUM_raw_worm7_Airyscan Processing","oocyte_6",380.5496,99.7402,84541,8432136,3516530.28355496,2093.02365148973,1680.11970674676
"quiescent","SUM_raw_worm8_Airyscan Processing_exp2","SUM_raw_worm8_Airyscan Processing","oocyte_1",795.8047,274.9896,176792,48615970,42993025.7317967,4376.92761375158,9822.64947602052
"quiescent","SUM_raw_worm8_Airyscan Processing_exp2","SUM_raw_worm8_Airyscan Processing","oocyte_2",369.4718,158.911,82080,13043411,10432821.9148936,2032.09544853121,5134.02159452422
"quiescent","SUM_raw_worm8_Airyscan Processing_exp2","SUM_raw_worm8_Airyscan Processing","oocyte_3",388.3325,150.2371,86270,12960955,10217101.1942967,2135.82936579907,4783.66921904092
"quiescent","SUM_raw_worm8_Airyscan Processing_exp2","SUM_raw_worm8_Airyscan Processing","oocyte_4",318.6019,132.5302,70779,9380353,7129196.9954344,1752.31096188585,4068.45425869042
"quiescent","SUM_raw_worm8_Airyscan Processing_exp2","SUM_raw_worm8_Airyscan Processing","oocyte_5",361.9365,107.9751,80406,8681843,6124496.19228723,1990.65139662038,3076.62918916144
"quiescent","SUM_raw_worm8_Airyscan Processing_exp2","SUM_raw_worm8_Airyscan Processing","oocyte_6",348.0453,89.2988,77320,6904586,4445390.72635934,1914.24975731522,2322.26265636001
"quiescent","SUM_raw_worm9_Airyscan Processing_exp2","SUM_raw_worm9_Airyscan Processing","oocyte_1",644.8921,351.3515,143266,50336731,39411151.1086584,3546.90773061979,11111.4114326768
"quiescent","SUM_raw_worm9_Airyscan Processing_exp2","SUM_raw_worm9_Airyscan Processing","oocyte_2",328.9055,205.3045,73068,15001187,9428962.80514184,1808.98087516177,5212.30651722541
"quiescent","SUM_raw_worm9_Airyscan Processing_exp2","SUM_raw_worm9_Airyscan Processing","oocyte_3",341.7434,147.4351,75920,11193270,5403550.00118203,1879.58925989875,2874.85681923566
"quiescent","SUM_raw_worm9_Airyscan Processing_exp2","SUM_raw_worm9_Airyscan Processing","oocyte_4",334.6267,103.6935,74339,7708474,2039322.32729019,1840.4476553163,1108.05777137938
"quiescent","SUM_raw_worm9_Airyscan Processing_exp2","SUM_raw_worm9_Airyscan Processing","oocyte_5",496.8603,81.2387,110380,8967130,549462.80466903,2732.73264630696,201.067164551051
"quiescent","SUM_raw_worm9_Airyscan Processing_exp2","SUM_raw_worm9_Airyscan Processing","oocyte_6",335.2839,73.7319,74485,5491922,-188363.749630615,1844.06225004687,0
